Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10,Symptom_11,Symptom_12,Symptom_13,Symptom_14,Symptom_15,Symptom_16,Symptom_17,weight,weight_Symptom_2,weight_Symptom_3,weight_Symptom_4,weight_Symptom_5,weight_Symptom_6,weight_Symptom_7,weight_Symptom_8,weight_Symptom_9,weight_Symptom_10,weight_Symptom_11,weight_Symptom_12,weight_Symptom_13,weight_Symptom_14,weight_Symptom_15,weight_Symptom_16,weight_Symptom_17,Total_Severity,Disease_Encoded
hepatitis c,fatigue,yellowish_skin,loss_of_appetite,yellowing_of_eyes,family_history,nausea,abdominal_pain,abdominal_pain,yellowing_of_eyes,yellowing_of_eyes,irritability,malaise,abnormal_menstruation,chest_pain,chest_pain,blood_in_sputum,muscle_pain,4,3.0,4.0,4.0,5.0,5,4,4,4,4,2,6,6,7,7,5,2,76.0,21
hepatitis c,fatigue,yellowish_skin,nausea,yellowing_of_eyes,family_history,nausea,abdominal_pain,abdominal_pain,yellowing_of_eyes,yellowing_of_eyes,irritability,malaise,abnormal_menstruation,chest_pain,chest_pain,blood_in_sputum,muscle_pain,4,3.0,5.0,4.0,5.0,5,4,4,4,4,2,6,6,7,7,5,2,77.0,21
hepatitis c,fatigue,yellowish_skin,nausea,loss_of_appetite,yellowing_of_eyes,nausea,abdominal_pain,abdominal_pain,yellowing_of_eyes,yellowing_of_eyes,irritability,malaise,abnormal_menstruation,chest_pain,chest_pain,blood_in_sputum,muscle_pain,4,3.0,5.0,4.0,4.0,5,4,4,4,4,2,6,6,7,7,5,2,76.0,21
hepatitis d,joint_pain,vomiting,fatigue,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes,yellowing_of_eyes,irritability,malaise,abnormal_menstruation,chest_pain,chest_pain,blood_in_sputum,muscle_pain,3,5.0,4.0,3.0,4.0,5,4,4,4,4,2,6,6,7,7,5,2,75.0,22
hepatitis d,vomiting,fatigue,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes,yellowing_of_eyes,yellowing_of_eyes,irritability,malaise,abnormal_menstruation,chest_pain,chest_pain,blood_in_sputum,muscle_pain,5,4.0,3.0,4.0,5.0,4,4,4,4,4,2,6,6,7,7,5,2,76.0,22
hepatitis d,joint_pain,fatigue,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes,yellowing_of_eyes,yellowing_of_eyes,irritability,malaise,abnormal_menstruation,chest_pain,chest_pain,blood_in_sputum,muscle_pain,3,4.0,3.0,4.0,5.0,4,4,4,4,4,2,6,6,7,7,5,2,74.0,22
hepatitis d,joint_pain,vomiting,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes,yellowing_of_eyes,yellowing_of_eyes,irritability,malaise,abnormal_menstruation,chest_pain,chest_pain,blood_in_sputum,muscle_pain,3,5.0,3.0,4.0,5.0,4,4,4,4,4,2,6,6,7,7,5,2,75.0,22
hepatitis d,joint_pain,vomiting,fatigue,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes,yellowing_of_eyes,yellowing_of_eyes,irritability,malaise,abnormal_menstruation,chest_pain,chest_pain,blood_in_sputum,muscle_pain,3,5.0,4.0,4.0,5.0,4,4,4,4,4,2,6,6,7,7,5,2,76.0,22
hepatitis d,joint_pain,vomiting,fatigue,yellowish_skin,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes,yellowing_of_eyes,yellowing_of_eyes,irritability,malaise,abnormal_menstruation,chest_pain,chest_pain,blood_in_sputum,muscle_pain,3,5.0,4.0,3.0,5.0,4,4,4,4,4,2,6,6,7,7,5,2,75.0,22
hepatitis d,joint_pain,vomiting,fatigue,yellowish_skin,dark_urine,loss_of_appetite,abdominal_pain,yellowing_of_eyes,yellowing_of_eyes,yellowing_of_eyes,irritability,malaise,abnormal_menstruation,chest_pain,chest_pain,blood_in_sputum,muscle_pain,3,5.0,4.0,3.0,4.0,4,4,4,4,4,2,6,6,7,7,5,2,74.0,22
hepatitis d,joint_pain,vomiting,fatigue,yellowish_skin,dark_urine,nausea,abdominal_pain,yellowing_of_eyes,yellowing_of_eyes,yellowing_of_eyes,irritability,malaise,abnormal_menstruation,chest_pain,chest_pain,blood_in_sputum,muscle_pain,3,5.0,4.0,3.0,4.0,5,4,4,4,4,2,6,6,7,7,5,2,75.0,22
hepatitis d,joint_pain,vomiting,fatigue,yellowish_skin,dark_urine,nausea,loss_of_appetite,yellowing_of_eyes,yellowing_of_eyes,yellowing_of_eyes,irritability,malaise,abnormal_menstruation,chest_pain,chest_pain,blood_in_sputum,muscle_pain,3,5.0,4.0,3.0,4.0,5,4,4,4,4,2,6,6,7,7,5,2,75.0,22
hepatitis e,joint_pain,vomiting,fatigue,high_fever,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes,coma,stomach_bleeding,abnormal_menstruation,chest_pain,chest_pain,blood_in_sputum,muscle_pain,3,5.0,4.0,7.0,3.0,4,5,4,4,4,7,6,6,7,7,5,2,83.0,23
hepatitis e,joint_pain,vomiting,fatigue,high_fever,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes,acute_liver_failure,coma,stomach_bleeding,chest_pain,chest_pain,blood_in_sputum,muscle_pain,3,5.0,4.0,7.0,3.0,4,5,4,4,4,6,7,6,7,7,5,2,83.0,23
hepatitis e,vomiting,fatigue,high_fever,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes,acute_liver_failure,coma,stomach_bleeding,abnormal_menstruation,chest_pain,chest_pain,blood_in_sputum,muscle_pain,5,4.0,7.0,3.0,4.0,5,4,4,4,6,7,6,6,7,7,5,2,86.0,23
hepatitis e,joint_pain,fatigue,high_fever,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes,acute_liver_failure,coma,stomach_bleeding,abnormal_menstruation,chest_pain,chest_pain,blood_in_sputum,muscle_pain,3,4.0,7.0,3.0,4.0,5,4,4,4,6,7,6,6,7,7,5,2,84.0,23
hepatitis e,joint_pain,vomiting,high_fever,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes,acute_liver_failure,coma,stomach_bleeding,abnormal_menstruation,chest_pain,chest_pain,blood_in_sputum,muscle_pain,3,5.0,7.0,3.0,4.0,5,4,4,4,6,7,6,6,7,7,5,2,85.0,23
hepatitis e,joint_pain,vomiting,fatigue,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes,acute_liver_failure,coma,stomach_bleeding,abnormal_menstruation,chest_pain,chest_pain,blood_in_sputum,muscle_pain,3,5.0,4.0,3.0,4.0,5,4,4,4,6,7,6,6,7,7,5,2,82.0,23
hepatitis e,joint_pain,vomiting,fatigue,high_fever,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes,acute_liver_failure,coma,stomach_bleeding,abnormal_menstruation,chest_pain,chest_pain,blood_in_sputum,muscle_pain,3,5.0,4.0,7.0,4.0,5,4,4,4,6,7,6,6,7,7,5,2,86.0,23
hepatitis e,joint_pain,vomiting,fatigue,high_fever,yellowish_skin,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes,acute_liver_failure,coma,stomach_bleeding,abnormal_menstruation,chest_pain,chest_pain,blood_in_sputum,muscle_pain,3,5.0,4.0,7.0,3.0,5,4,4,4,6,7,6,6,7,7,5,2,85.0,23
hepatitis e,joint_pain,vomiting,fatigue,high_fever,yellowish_skin,dark_urine,loss_of_appetite,abdominal_pain,yellowing_of_eyes,acute_liver_failure,coma,stomach_bleeding,abnormal_menstruation,chest_pain,chest_pain,blood_in_sputum,muscle_pain,3,5.0,4.0,7.0,3.0,4,4,4,4,6,7,6,6,7,7,5,2,84.0,23
alcoholic hepatitis,vomiting,yellowish_skin,abdominal_pain,swelling_of_stomach,distention_of_abdomen,history_of_alcohol_consumption,fluid_overload,abdominal_pain,yellowing_of_eyes,yellowing_of_eyes,irritability,malaise,abnormal_menstruation,chest_pain,chest_pain,blood_in_sputum,muscle_pain,5,3.0,4.0,7.0,4.0,5,6,4,4,4,2,6,6,7,7,5,2,81.0,3
alcoholic hepatitis,vomiting,yellowish_skin,abdominal_pain,swelling_of_stomach,distention_of_abdomen,history_of_alcohol_consumption,fluid_overload,abdominal_pain,yellowing_of_eyes,yellowing_of_eyes,irritability,malaise,abnormal_menstruation,chest_pain,chest_pain,blood_in_sputum,muscle_pain,5,3.0,4.0,7.0,4.0,5,4,4,4,4,2,6,6,7,7,5,2,79.0,3
alcoholic hepatitis,yellowish_skin,abdominal_pain,swelling_of_stomach,distention_of_abdomen,history_of_alcohol_consumption,fluid_overload,abdominal_pain,abdominal_pain,yellowing_of_eyes,yellowing_of_eyes,irritability,malaise,abnormal_menstruation,chest_pain,chest_pain,blood_in_sputum,muscle_pain,3,4.0,7.0,4.0,5.0,6,4,4,4,4,2,6,6,7,7,5,2,80.0,3
alcoholic hepatitis,yellowish_skin,abdominal_pain,swelling_of_stomach,distention_of_abdomen,history_of_alcohol_consumption,fluid_overload,abdominal_pain,abdominal_pain,yellowing_of_eyes,yellowing_of_eyes,irritability,malaise,abnormal_menstruation,chest_pain,chest_pain,blood_in_sputum,muscle_pain,3,4.0,7.0,4.0,5.0,4,4,4,4,4,2,6,6,7,7,5,2,78.0,3
alcoholic hepatitis,vomiting,abdominal_pain,swelling_of_stomach,distention_of_abdomen,history_of_alcohol_consumption,fluid_overload,abdominal_pain,abdominal_pain,yellowing_of_eyes,yellowing_of_eyes,irritability,malaise,abnormal_menstruation,chest_pain,chest_pain,blood_in_sputum,muscle_pain,5,4.0,7.0,4.0,5.0,6,4,4,4,4,2,6,6,7,7,5,2,82.0,3
alcoholic hepatitis,vomiting,abdominal_pain,swelling_of_stomach,distention_of_abdomen,history_of_alcohol_consumption,fluid_overload,abdominal_pain,abdominal_pain,yellowing_of_eyes,yellowing_of_eyes,irritability,malaise,abnormal_menstruation,chest_pain,chest_pain,blood_in_sputum,muscle_pain,5,4.0,7.0,4.0,5.0,4,4,4,4,4,2,6,6,7,7,5,2,80.0,3
alcoholic hepatitis,vomiting,yellowish_skin,swelling_of_stomach,distention_of_abdomen,history_of_alcohol_consumption,fluid_overload,abdominal_pain,abdominal_pain,yellowing_of_eyes,yellowing_of_eyes,irritability,malaise,abnormal_menstruation,chest_pain,chest_pain,blood_in_sputum,muscle_pain,5,3.0,7.0,4.0,5.0,6,4,4,4,4,2,6,6,7,7,5,2,81.0,3
alcoholic hepatitis,vomiting,yellowish_skin,swelling_of_stomach,distention_of_abdomen,history_of_alcohol_consumption,fluid_overload,abdominal_pain,abdominal_pain,yellowing_of_eyes,yellowing_of_eyes,irritability,malaise,abnormal_menstruation,chest_pain,chest_pain,blood_in_sputum,muscle_pain,5,3.0,7.0,4.0,5.0,4,4,4,4,4,2,6,6,7,7,5,2,79.0,3
alcoholic hepatitis,vomiting,yellowish_skin,abdominal_pain,distention_of_abdomen,history_of_alcohol_consumption,fluid_overload,abdominal_pain,abdominal_pain,yellowing_of_eyes,yellowing_of_eyes,irritability,malaise,abnormal_menstruation,chest_pain,chest_pain,blood_in_sputum,muscle_pain,5,3.0,4.0,4.0,5.0,6,4,4,4,4,2,6,6,7,7,5,2,78.0,3
alcoholic hepatitis,vomiting,yellowish_skin,abdominal_pain,distention_of_abdomen,history_of_alcohol_consumption,fluid_overload,abdominal_pain,abdominal_pain,yellowing_of_eyes,yellowing_of_eyes,irritability,malaise,abnormal_menstruation,chest_pain,chest_pain,blood_in_sputum,muscle_pain,5,3.0,4.0,4.0,5.0,4,4,4,4,4,2,6,6,7,7,5,2,76.0,3
alcoholic hepatitis,vomiting,yellowish_skin,abdominal_pain,swelling_of_stomach,history_of_alcohol_consumption,fluid_overload,abdominal_pain,abdominal_pain,yellowing_of_eyes,yellowing_of_eyes,irritability,malaise,abnormal_menstruation,chest_pain,chest_pain,blood_in_sputum,muscle_pain,5,3.0,4.0,7.0,5.0,6,4,4,4,4,2,6,6,7,7,5,2,81.0,3
alcoholic hepatitis,vomiting,yellowish_skin,abdominal_pain,swelling_of_stomach,history_of_alcohol_consumption,fluid_overload,abdominal_pain,abdominal_pain,yellowing_of_eyes,yellowing_of_eyes,irritability,malaise,abnormal_menstruation,chest_pain,chest_pain,blood_in_sputum,muscle_pain,5,3.0,4.0,7.0,5.0,4,4,4,4,4,2,6,6,7,7,5,2,79.0,3
alcoholic hepatitis,vomiting,yellowish_skin,abdominal_pain,swelling_of_stomach,distention_of_abdomen,fluid_overload,abdominal_pain,abdominal_pain,yellowing_of_eyes,yellowing_of_eyes,irritability,malaise,abnormal_menstruation,chest_pain,chest_pain,blood_in_sputum,muscle_pain,5,3.0,4.0,7.0,4.0,6,4,4,4,4,2,6,6,7,7,5,2,80.0,3
alcoholic hepatitis,vomiting,yellowish_skin,abdominal_pain,swelling_of_stomach,distention_of_abdomen,fluid_overload,abdominal_pain,abdominal_pain,yellowing_of_eyes,yellowing_of_eyes,irritability,malaise,abnormal_menstruation,chest_pain,chest_pain,blood_in_sputum,muscle_pain,5,3.0,4.0,7.0,4.0,4,4,4,4,4,2,6,6,7,7,5,2,78.0,3
alcoholic hepatitis,vomiting,yellowish_skin,abdominal_pain,swelling_of_stomach,distention_of_abdomen,history_of_alcohol_consumption,abdominal_pain,abdominal_pain,yellowing_of_eyes,yellowing_of_eyes,irritability,malaise,abnormal_menstruation,chest_pain,chest_pain,blood_in_sputum,muscle_pain,5,3.0,4.0,7.0,4.0,5,4,4,4,4,2,6,6,7,7,5,2,79.0,3
tuberculosis,chills,vomiting,fatigue,weight_loss,cough,high_fever,breathlessness,sweating,loss_of_appetite,mild_fever,yellowing_of_eyes,swelled_lymph_nodes,malaise,phlegm,chest_pain,blood_in_sputum,muscle_pain,3,5.0,4.0,3.0,4.0,7,4,3,4,5,4,6,6,5,7,5,2,77.0,37
tuberculosis,vomiting,fatigue,weight_loss,cough,high_fever,breathlessness,sweating,loss_of_appetite,mild_fever,yellowing_of_eyes,swelled_lymph_nodes,malaise,phlegm,chest_pain,blood_in_sputum,blood_in_sputum,muscle_pain,5,4.0,3.0,4.0,7.0,4,3,4,5,4,6,6,5,7,5,5,2,79.0,37
tuberculosis,chills,fatigue,weight_loss,cough,high_fever,breathlessness,sweating,loss_of_appetite,mild_fever,yellowing_of_eyes,swelled_lymph_nodes,malaise,phlegm,chest_pain,blood_in_sputum,blood_in_sputum,muscle_pain,3,4.0,3.0,4.0,7.0,4,3,4,5,4,6,6,5,7,5,5,2,77.0,37
tuberculosis,chills,vomiting,weight_loss,cough,high_fever,breathlessness,sweating,loss_of_appetite,mild_fever,yellowing_of_eyes,swelled_lymph_nodes,malaise,phlegm,chest_pain,blood_in_sputum,blood_in_sputum,muscle_pain,3,5.0,3.0,4.0,7.0,4,3,4,5,4,6,6,5,7,5,5,2,78.0,37
tuberculosis,chills,vomiting,fatigue,cough,high_fever,breathlessness,sweating,loss_of_appetite,mild_fever,yellowing_of_eyes,swelled_lymph_nodes,malaise,phlegm,chest_pain,blood_in_sputum,blood_in_sputum,muscle_pain,3,5.0,4.0,4.0,7.0,4,3,4,5,4,6,6,5,7,5,5,2,79.0,37
tuberculosis,chills,vomiting,fatigue,weight_loss,high_fever,breathlessness,sweating,loss_of_appetite,mild_fever,yellowing_of_eyes,swelled_lymph_nodes,malaise,phlegm,chest_pain,blood_in_sputum,blood_in_sputum,muscle_pain,3,5.0,4.0,3.0,7.0,4,3,4,5,4,6,6,5,7,5,5,2,78.0,37
tuberculosis,chills,vomiting,fatigue,weight_loss,cough,breathlessness,sweating,loss_of_appetite,mild_fever,yellowing_of_eyes,swelled_lymph_nodes,malaise,phlegm,chest_pain,blood_in_sputum,blood_in_sputum,muscle_pain,3,5.0,4.0,3.0,4.0,4,3,4,5,4,6,6,5,7,5,5,2,75.0,37
tuberculosis,chills,vomiting,fatigue,weight_loss,cough,high_fever,sweating,loss_of_appetite,mild_fever,yellowing_of_eyes,swelled_lymph_nodes,malaise,phlegm,chest_pain,blood_in_sputum,blood_in_sputum,muscle_pain,3,5.0,4.0,3.0,4.0,7,3,4,5,4,6,6,5,7,5,5,2,78.0,37
tuberculosis,chills,vomiting,fatigue,weight_loss,cough,high_fever,breathlessness,loss_of_appetite,mild_fever,yellowing_of_eyes,swelled_lymph_nodes,malaise,phlegm,chest_pain,blood_in_sputum,blood_in_sputum,muscle_pain,3,5.0,4.0,3.0,4.0,7,4,4,5,4,6,6,5,7,5,5,2,79.0,37
common cold,continuous_sneezing,chills,fatigue,cough,high_fever,headache,swelled_lymph_nodes,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain,4,3.0,4.0,4.0,7.0,3,6,6,5,4,5,4,5,5,7,3,2,77.0,10
common cold,chills,fatigue,cough,high_fever,headache,swelled_lymph_nodes,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain,muscle_pain,3,4.0,4.0,7.0,3.0,6,6,5,4,5,4,5,5,7,3,2,2,75.0,10
common cold,continuous_sneezing,fatigue,cough,high_fever,headache,swelled_lymph_nodes,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain,muscle_pain,4,4.0,4.0,7.0,3.0,6,6,5,4,5,4,5,5,7,3,2,2,76.0,10
common cold,continuous_sneezing,chills,cough,high_fever,headache,swelled_lymph_nodes,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain,muscle_pain,4,3.0,4.0,7.0,3.0,6,6,5,4,5,4,5,5,7,3,2,2,75.0,10
common cold,continuous_sneezing,chills,fatigue,high_fever,headache,swelled_lymph_nodes,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain,muscle_pain,4,3.0,4.0,7.0,3.0,6,6,5,4,5,4,5,5,7,3,2,2,75.0,10
common cold,continuous_sneezing,chills,fatigue,cough,headache,swelled_lymph_nodes,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain,muscle_pain,4,3.0,4.0,4.0,3.0,6,6,5,4,5,4,5,5,7,3,2,2,72.0,10
common cold,continuous_sneezing,chills,fatigue,cough,high_fever,swelled_lymph_nodes,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain,muscle_pain,4,3.0,4.0,4.0,7.0,6,6,5,4,5,4,5,5,7,3,2,2,76.0,10
common cold,continuous_sneezing,chills,fatigue,cough,high_fever,headache,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain,muscle_pain,4,3.0,4.0,4.0,7.0,3,6,5,4,5,4,5,5,7,3,2,2,73.0,10
common cold,continuous_sneezing,chills,fatigue,cough,high_fever,headache,swelled_lymph_nodes,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain,muscle_pain,4,3.0,4.0,4.0,7.0,3,6,5,4,5,4,5,5,7,3,2,2,73.0,10
pneumonia,chills,fatigue,cough,high_fever,breathlessness,sweating,malaise,chest_pain,fast_heart_rate,rusty_sputum,irritability,malaise,abnormal_menstruation,chest_pain,chest_pain,blood_in_sputum,muscle_pain,3,4.0,4.0,7.0,4.0,3,6,7,5,4,2,6,6,7,7,5,2,82.0,35
pneumonia,chills,fatigue,cough,high_fever,breathlessness,sweating,malaise,phlegm,chest_pain,fast_heart_rate,rusty_sputum,malaise,abnormal_menstruation,chest_pain,chest_pain,blood_in_sputum,muscle_pain,3,4.0,4.0,7.0,4.0,3,6,5,7,5,4,6,6,7,7,5,2,85.0,35
pneumonia,fatigue,cough,high_fever,breathlessness,sweating,malaise,phlegm,chest_pain,fast_heart_rate,rusty_sputum,irritability,malaise,abnormal_menstruation,chest_pain,chest_pain,blood_in_sputum,muscle_pain,4,4.0,7.0,4.0,3.0,6,5,7,5,4,2,6,6,7,7,5,2,84.0,35
pneumonia,chills,cough,high_fever,breathlessness,sweating,malaise,phlegm,chest_pain,fast_heart_rate,rusty_sputum,irritability,malaise,abnormal_menstruation,chest_pain,chest_pain,blood_in_sputum,muscle_pain,3,4.0,7.0,4.0,3.0,6,5,7,5,4,2,6,6,7,7,5,2,83.0,35
pneumonia,chills,fatigue,high_fever,breathlessness,sweating,malaise,phlegm,chest_pain,fast_heart_rate,rusty_sputum,irritability,malaise,abnormal_menstruation,chest_pain,chest_pain,blood_in_sputum,muscle_pain,3,4.0,7.0,4.0,3.0,6,5,7,5,4,2,6,6,7,7,5,2,83.0,35
pneumonia,chills,fatigue,cough,breathlessness,sweating,malaise,phlegm,chest_pain,fast_heart_rate,rusty_sputum,irritability,malaise,abnormal_menstruation,chest_pain,chest_pain,blood_in_sputum,muscle_pain,3,4.0,4.0,4.0,3.0,6,5,7,5,4,2,6,6,7,7,5,2,80.0,35
pneumonia,chills,fatigue,cough,high_fever,sweating,malaise,phlegm,chest_pain,fast_heart_rate,rusty_sputum,irritability,malaise,abnormal_menstruation,chest_pain,chest_pain,blood_in_sputum,muscle_pain,3,4.0,4.0,7.0,3.0,6,5,7,5,4,2,6,6,7,7,5,2,83.0,35
pneumonia,chills,fatigue,cough,high_fever,breathlessness,malaise,phlegm,chest_pain,fast_heart_rate,rusty_sputum,irritability,malaise,abnormal_menstruation,chest_pain,chest_pain,blood_in_sputum,muscle_pain,3,4.0,4.0,7.0,4.0,6,5,7,5,4,2,6,6,7,7,5,2,84.0,35
pneumonia,chills,fatigue,cough,high_fever,breathlessness,sweating,phlegm,chest_pain,fast_heart_rate,rusty_sputum,irritability,malaise,abnormal_menstruation,chest_pain,chest_pain,blood_in_sputum,muscle_pain,3,4.0,4.0,7.0,4.0,3,5,7,5,4,2,6,6,7,7,5,2,81.0,35
dimorphic hemmorhoids(piles),constipation,pain_during_bowel_movements,pain_in_anal_region,bloody_stool,irritation_in_anus,nausea,abdominal_pain,abdominal_pain,yellowing_of_eyes,yellowing_of_eyes,irritability,malaise,abnormal_menstruation,chest_pain,chest_pain,blood_in_sputum,muscle_pain,4,5.0,6.0,5.0,6.0,5,4,4,4,4,2,6,6,7,7,5,2,82.0,13
dimorphic hemmorhoids(piles),pain_during_bowel_movements,pain_in_anal_region,bloody_stool,irritation_in_anus,headache,nausea,abdominal_pain,abdominal_pain,yellowing_of_eyes,yellowing_of_eyes,irritability,malaise,abnormal_menstruation,chest_pain,chest_pain,blood_in_sputum,muscle_pain,5,6.0,5.0,6.0,3.0,5,4,4,4,4,2,6,6,7,7,5,2,81.0,13
dimorphic hemmorhoids(piles),constipation,pain_in_anal_region,bloody_stool,irritation_in_anus,headache,nausea,abdominal_pain,abdominal_pain,yellowing_of_eyes,yellowing_of_eyes,irritability,malaise,abnormal_menstruation,chest_pain,chest_pain,blood_in_sputum,muscle_pain,4,6.0,5.0,6.0,3.0,5,4,4,4,4,2,6,6,7,7,5,2,80.0,13
dimorphic hemmorhoids(piles),constipation,pain_during_bowel_movements,bloody_stool,irritation_in_anus,headache,nausea,abdominal_pain,abdominal_pain,yellowing_of_eyes,yellowing_of_eyes,irritability,malaise,abnormal_menstruation,chest_pain,chest_pain,blood_in_sputum,muscle_pain,4,5.0,5.0,6.0,3.0,5,4,4,4,4,2,6,6,7,7,5,2,79.0,13
dimorphic hemmorhoids(piles),constipation,pain_during_bowel_movements,pain_in_anal_region,irritation_in_anus,headache,nausea,abdominal_pain,abdominal_pain,yellowing_of_eyes,yellowing_of_eyes,irritability,malaise,abnormal_menstruation,chest_pain,chest_pain,blood_in_sputum,muscle_pain,4,5.0,6.0,6.0,3.0,5,4,4,4,4,2,6,6,7,7,5,2,80.0,13
dimorphic hemmorhoids(piles),constipation,pain_during_bowel_movements,pain_in_anal_region,bloody_stool,headache,nausea,abdominal_pain,abdominal_pain,yellowing_of_eyes,yellowing_of_eyes,irritability,malaise,abnormal_menstruation,chest_pain,chest_pain,blood_in_sputum,muscle_pain,4,5.0,6.0,5.0,3.0,5,4,4,4,4,2,6,6,7,7,5,2,79.0,13
heart attack,vomiting,breathlessness,sweating,chest_pain,headache,nausea,abdominal_pain,abdominal_pain,yellowing_of_eyes,yellowing_of_eyes,irritability,malaise,abnormal_menstruation,chest_pain,chest_pain,blood_in_sputum,muscle_pain,5,4.0,3.0,7.0,3.0,5,4,4,4,4,2,6,6,7,7,5,2,78.0,18
heart attack,breathlessness,sweating,chest_pain,high_fever,headache,nausea,abdominal_pain,abdominal_pain,yellowing_of_eyes,yellowing_of_eyes,irritability,malaise,abnormal_menstruation,chest_pain,chest_pain,blood_in_sputum,muscle_pain,4,3.0,7.0,7.0,3.0,5,4,4,4,4,2,6,6,7,7,5,2,80.0,18
heart attack,vomiting,sweating,chest_pain,high_fever,headache,nausea,abdominal_pain,abdominal_pain,yellowing_of_eyes,yellowing_of_eyes,irritability,malaise,abnormal_menstruation,chest_pain,chest_pain,blood_in_sputum,muscle_pain,5,3.0,7.0,7.0,3.0,5,4,4,4,4,2,6,6,7,7,5,2,81.0,18
heart attack,vomiting,breathlessness,chest_pain,high_fever,headache,nausea,abdominal_pain,abdominal_pain,yellowing_of_eyes,yellowing_of_eyes,irritability,malaise,abnormal_menstruation,chest_pain,chest_pain,blood_in_sputum,muscle_pain,5,4.0,7.0,7.0,3.0,5,4,4,4,4,2,6,6,7,7,5,2,82.0,18
heart attack,vomiting,breathlessness,sweating,high_fever,headache,nausea,abdominal_pain,abdominal_pain,yellowing_of_eyes,yellowing_of_eyes,irritability,malaise,abnormal_menstruation,chest_pain,chest_pain,blood_in_sputum,muscle_pain,5,4.0,3.0,7.0,3.0,5,4,4,4,4,2,6,6,7,7,5,2,78.0,18
varicose veins,fatigue,cramps,bruising,obesity,swollen_legs,swollen_blood_vessels,prominent_veins_on_calf,abdominal_pain,yellowing_of_eyes,yellowing_of_eyes,irritability,malaise,abnormal_menstruation,chest_pain,chest_pain,blood_in_sputum,muscle_pain,4,4.0,4.0,4.0,5.0,5,6,4,4,4,2,6,6,7,7,5,2,79.0,40
varicose veins,cramps,bruising,obesity,swollen_legs,swollen_blood_vessels,prominent_veins_on_calf,abdominal_pain,abdominal_pain,yellowing_of_eyes,yellowing_of_eyes,irritability,malaise,abnormal_menstruation,chest_pain,chest_pain,blood_in_sputum,muscle_pain,4,4.0,4.0,5.0,5.0,6,4,4,4,4,2,6,6,7,7,5,2,79.0,40
varicose veins,fatigue,bruising,obesity,swollen_legs,swollen_blood_vessels,prominent_veins_on_calf,abdominal_pain,abdominal_pain,yellowing_of_eyes,yellowing_of_eyes,irritability,malaise,abnormal_menstruation,chest_pain,chest_pain,blood_in_sputum,muscle_pain,4,4.0,4.0,5.0,5.0,6,4,4,4,4,2,6,6,7,7,5,2,79.0,40
varicose veins,fatigue,cramps,obesity,swollen_legs,swollen_blood_vessels,prominent_veins_on_calf,abdominal_pain,abdominal_pain,yellowing_of_eyes,yellowing_of_eyes,irritability,malaise,abnormal_menstruation,chest_pain,chest_pain,blood_in_sputum,muscle_pain,4,4.0,4.0,5.0,5.0,6,4,4,4,4,2,6,6,7,7,5,2,79.0,40
